element_type,ep_next,ep_this,event_points,form,id,now_cost,points_per_game,selected_by_percent,status,team,team_code,total_points,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,creativity_rank,threat_rank,ict_index_rank,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,starts_per_90,clean_sheets_per_90,position,goal_involvements,money_value,performance
MID,3.8,2.3,1,3.8,608,4.6,2.6,3.1,a,Southampton,20,18,0.8,3.9,Dibling,368,1,0,1,10,0,0,0,2,0,0,3,70,75.2,108.4,70.0,25.4,4,0.88,0.58,1.46,8.68,180,59,100,101,0.22,0.0,0.14,0.36,2.12,2.45,0.98,0.24,Midfielder,1.0,3.91304347826087,-0.45999999999999996
MID,2.8,1.3,5,2.8,623,5.0,2.2,0.0,a,Southampton,20,13,0.6,2.6,M.Fernandes,371,0,1,1,9,0,0,0,1,0,0,0,62,63.8,81.4,63.0,20.8,4,0.45,0.33,0.78,8.46,203,99,110,148,0.11,0.0,0.08,0.19,2.05,2.18,0.97,0.24,Midfielder,1.0,2.6,0.21999999999999997
FWD,4.8,4.8,5,4.8,82,7.6,4.2,11.7,a,Spurs,6,21,0.6,2.8,Solanke,447,2,1,1,6,0,0,0,0,0,0,0,91,121.4,56.2,210.0,38.7,5,3.45,0.55,4.0,5.33,102,146,14,42,0.69,0.0,0.11,0.8,1.07,1.21,1.01,0.2,Forward,3.0,2.763157894736842,-1.0
GKP,0.0,0.0,0,0.0,479,4.0,0.0,0.5,a,Spurs,6,0,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,446,429,385,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
MID,2.0,2.0,2,2.0,480,5.0,1.5,0.2,a,Spurs,6,9,0.4,1.8,Bentancur,382,0,0,1,6,0,0,0,3,0,0,0,69,44.8,46.8,35.0,12.7,5,0.35,0.17,0.52,5.13,245,169,175,232,0.08,0.0,0.04,0.12,1.21,1.41,1.18,0.24,Midfielder,0.0,1.8,-0.52
MID,0.5,0.5,0,0.5,481,4.5,1.0,0.9,a,Spurs,6,5,0.1,1.1,Bergvall,46,0,0,0,0,0,0,0,0,0,0,0,19,14.0,31.5,8.0,5.3,0,0.08,0.27,0.35,0.31,346,217,285,312,0.16,0.0,0.53,0.69,0.61,0.0,0.0,0.0,Midfielder,0.0,1.1111111111111112,-0.35
MID,0.2,0.2,1,0.2,482,4.9,2.8,0.3,a,Spurs,6,11,0.0,2.2,Bissouma,190,1,0,1,2,0,0,0,2,0,0,1,60,61.6,38.6,9.0,10.9,2,0.10,0.13,0.23,2.65,207,191,279,246,0.05,0.0,0.06,0.11,1.26,0.95,0.95,0.47,Midfielder,1.0,2.2448979591836733,0.77
DEF,0.0,0.0,0,0.0,484,4.4,0.0,0.2,a,Spurs,6,0,0.0,0.0,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,512,499,466,516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
DEF,0.2,0.2,0,0.2,486,4.3,1.0,0.2,a,Spurs,6,2,0.0,0.5,Dragusin,99,0,0,0,2,0,0,0,0,0,0,0,8,19.4,1.7,6.0,2.7,1,0.02,0.01,0.03,1.76,315,360,300,359,0.02,0.0,0.01,0.03,1.6,1.82,0.91,0.0,Defender,0.0,0.46511627906976744,-0.03
GKP,0.0,0.0,0,0.0,488,4.4,0.0,0.2,a,Spurs,6,0,0.0,0.0,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,507,491,456,511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
MID,0.2,0.2,0,0.2,489,4.8,1.0,0.2,a,Spurs,6,3,0.0,0.6,Gray,32,0,0,0,0,0,0,0,0,0,0,0,7,7.4,2.6,0.0,1.0,0,0.00,0.01,0.01,0.12,376,349,595,401,0.0,0.0,0.03,0.03,0.34,0.0,0.0,0.0,Midfielder,0.0,0.625,-0.01
MID,6.8,6.8,7,6.8,491,6.5,5.1,5.0,a,Spurs,6,36,1.0,5.5,Johnson,513,3,2,2,7,0,0,0,1,0,0,1,120,148.2,89.1,280.0,51.8,6,3.09,0.46,3.55,7.10,56,88,6,20,0.54,0.0,0.08,0.62,1.25,1.23,1.05,0.35,Midfielder,5.0,5.538461538461538,1.4500000000000002
MID,3.8,3.8,1,3.8,492,6.2,3.4,1.8,a,Spurs,6,24,0.6,3.9,Kulusevski,527,1,1,2,7,0,0,0,2,0,0,3,90,136.8,262.5,194.0,59.2,6,1.10,1.19,2.29,7.00,77,5,24,12,0.19,0.0,0.2,0.39,1.2,1.2,1.02,0.34,Midfielder,2.0,3.8709677419354835,-0.29000000000000004
MID,6.8,6.8,10,6.8,494,7.5,5.6,5.2,a,Spurs,6,39,0.9,5.2,Maddison,563,2,3,2,8,0,0,0,2,0,0,6,178,208.0,247.0,199.0,65.4,7,2.10,2.97,5.07,7.59,18,9,21,7,0.34,0.0,0.47,0.81,1.21,1.28,1.12,0.32,Midfielder,5.0,5.2,-0.07000000000000028
DEF,2.5,2.5,1,2.5,495,5.5,3.7,29.1,a,Spurs,6,26,0.5,4.7,Pedro Porro,627,1,0,2,8,0,0,0,1,0,0,1,120,190.2,205.4,72.0,46.8,7,0.54,0.98,1.52,7.84,22,16,96,26,0.08,0.0,0.14,0.22,1.13,1.15,1.0,0.29,Defender,1.0,4.7272727272727275,-0.52
DEF,0.0,0.0,0,0.0,496,4.3,0.0,0.2,a,Spurs,6,0,0.0,0.0,Reguilón,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,501,485,449,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
DEF,2.8,2.8,1,2.8,498,5.1,4.0,10.1,a,Spurs,6,28,0.5,5.5,Romero,630,1,0,2,8,0,0,0,0,0,0,2,136,177.0,51.4,124.0,35.4,7,0.97,0.46,1.43,7.90,31,158,52,54,0.14,0.0,0.07,0.21,1.13,1.14,1.0,0.29,Defender,1.0,5.490196078431373,-0.42999999999999994
MID,1.8,1.8,1,1.8,499,4.9,1.4,0.2,a,Spurs,6,10,0.4,2.0,P.M.Sarr,211,0,1,0,2,0,0,0,1,0,0,0,53,51.4,48.6,44.0,14.4,2,0.60,0.15,0.75,1.60,232,166,147,209,0.26,0.0,0.06,0.32,0.68,0.85,0.85,0.0,Midfielder,1.0,2.0408163265306123,0.25
MID,0.8,0.8,0,3.0,503,9.9,6.6,4.5,d,Spurs,6,33,0.3,3.3,Son,450,2,2,1,5,0,0,0,0,0,0,6,149,161.8,184.9,113.0,46.0,5,1.38,1.11,2.49,5.06,43,21,58,28,0.28,0.0,0.22,0.5,1.01,1.0,1.0,0.2,Midfielder,4.0,3.333333333333333,1.5099999999999998
DEF,0.0,0.0,0,0.0,504,4.4,0.7,0.1,a,Spurs,6,2,0.0,0.5,Spence,63,0,0,0,0,0,0,0,1,0,0,0,8,9.6,7.5,2.0,1.9,0,0.00,0.01,0.01,0.68,364,319,335,378,0.0,0.0,0.01,0.01,0.97,0.0,0.0,0.0,Defender,0.0,0.45454545454545453,-0.01
DEF,1.0,0.8,0,1.0,505,4.9,1.9,2.6,a,Spurs,6,13,0.2,2.7,Udogie,567,0,0,1,8,0,0,0,2,0,0,0,65,91.2,63.6,71.0,22.6,7,0.25,0.18,0.43,7.28,152,126,98,125,0.04,0.0,0.03,0.07,1.16,1.27,1.11,0.16,Defender,0.0,2.6530612244897958,-0.43
DEF,3.5,3.5,1,3.5,506,4.6,4.2,10.7,a,Spurs,6,25,0.8,5.4,Van de Ven,530,0,2,2,6,0,0,0,2,0,0,2,108,117.2,32.8,30.0,18.1,6,0.11,0.67,0.78,6.14,109,213,190,171,0.02,0.0,0.11,0.13,1.04,1.02,1.02,0.34,Defender,2.0,5.434782608695652,1.22
GKP,3.0,3.0,1,3.0,508,5.0,3.0,3.7,a,Spurs,6,21,0.6,4.2,Vicario,630,0,0,2,8,0,0,0,1,0,15,0,112,147.6,0.0,0.0,14.7,7,0.00,0.00,0.0,7.90,59,626,621,205,0.0,2.14,0.0,0.0,1.13,1.14,1.0,0.29,Goalkeeper,0.0,4.2,0.0
MID,2.2,2.2,5,2.2,509,6.2,2.2,0.2,a,Spurs,6,11,0.4,1.8,Werner,192,0,1,1,4,0,0,0,0,0,0,0,36,41.8,43.3,61.0,14.6,2,0.72,0.19,0.91,3.63,259,177,112,208,0.34,0.0,0.09,0.43,1.7,1.88,0.94,0.47,Midfielder,1.0,1.7741935483870968,0.08999999999999997
GKP,0.0,0.0,0,0.0,510,4.0,0.0,1.5,a,Spurs,6,0,0.0,0.0,Whiteman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,437,420,376,441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
FWD,0.0,0.0,0,0.0,609,4.5,0.0,1.7,a,Spurs,6,0,0.0,0.0,Lankshear,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,592,589,570,596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,0.0,0.0,0.0
MID,0.8,0.8,1,0.8,610,4.5,1.0,0.3,a,Spurs,6,3,0.2,0.7,Moore,21,0,0,0,0,0,0,0,0,0,0,0,9,1.2,0.5,7.0,0.7,0,0.04,0.00,0.04,0.19,410,381,293,406,0.17,0.0,0.0,0.17,0.81,0.0,0.0,0.0,Midfielder,0.0,0.6666666666666666,-0.04
DEF,1.8,2.3,2,1.8,388,4.5,1.5,1.7,a,West Ham,21,9,0.4,2.0,Wan-Bissaka,478,0,0,0,9,0,0,0,0,0,0,0,40,91.8,109.4,25.0,22.5,5,0.04,0.52,0.56,8.31,151,58,204,126,0.01,0.0,0.1,0.11,1.56,1.69,0.94,0.0,Defender,0.0,2.0,-0.56
MID,0.5,1.0,1,0.5,511,5.0,1.0,0.1,a,West Ham,21,5,0.1,1.0,Álvarez,242,0,0,0,6,0,0,0,2,0,0,0,34,36.2,53.1,6.0,9.6,3,0.02,0.25,0.27,4.98,281,152,310,257,0.01,0.0,0.09,0.1,1.85,2.23,1.12,0.0,Midfielder,0.0,1.0,-0.27
FWD,6.0,6.5,18,6.0,512,5.4,4.3,2.1,a,West Ham,21,30,1.1,5.6,Antonio,427,1,4,1,6,0,0,0,1,0,0,3,81,52.8,53.2,134.0,23.2,6,1.82,0.25,2.07,7.41,227,151,45,120,0.38,0.0,0.05,0.43,1.56,1.26,1.26,0.21,Forward,5.0,5.555555555555555,2.93
GKP,2.0,2.5,2,2.0,513,4.5,2.3,7.1,a,West Ham,21,16,0.4,3.6,Areola,585,0,0,1,10,0,0,0,0,0,16,0,61,131.8,0.0,0.0,13.2,7,0.00,0.00,0.0,9.84,83,525,498,223,0.0,2.46,0.0,0.0,1.51,1.54,1.08,0.15,Goalkeeper,0.0,3.5555555555555554,0.0
MID,5.2,5.7,12,5.2,514,7.4,5.1,5.5,a,West Ham,21,36,0.7,4.9,Bowen,607,2,3,1,10,0,0,0,0,0,0,2,132,186.4,251.5,211.0,64.8,7,0.95,2.03,2.98,10.64,26,8,13,8,0.14,0.0,0.3,0.44,1.58,1.48,1.04,0.15,Midfielder,5.0,4.864864864864865,2.02
DEF,0.2,0.7,0,0.2,516,4.4,2.2,0.6,a,West Ham,21,9,0.0,2.0,Coufal,198,0,0,1,3,0,0,0,0,0,0,0,18,19.2,17.5,1.0,3.5,2,0.02,0.10,0.12,4.19,316,264,354,339,0.01,0.0,0.05,0.06,1.9,1.36,0.91,0.45,Defender,0.0,2.0454545454545454,-0.12
DEF,0.5,1.0,1,0.5,517,4.0,1.0,1.8,a,West Ham,21,3,0.1,0.8,Cresswell,25,0,0,0,0,0,0,0,0,0,0,0,8,3.6,11.8,1.0,1.7,0,0.03,0.01,0.04,0.84,394,298,353,382,0.11,0.0,0.04,0.15,3.02,0.0,0.0,0.0,Defender,0.0,0.75,-0.04
DEF,1.0,1.5,2,1.0,520,4.4,1.6,0.6,a,West Ham,21,11,0.2,2.5,Emerson,503,0,0,1,10,0,0,0,2,0,0,0,39,72.6,87.1,22.0,17.9,7,0.06,0.42,0.48,8.74,185,93,209,175,0.01,0.0,0.08,0.09,1.56,1.79,1.25,0.18,Defender,0.0,2.5,-0.48
GKP,0.0,0.5,0,0.0,521,4.0,1.0,17.0,a,West Ham,21,1,0.0,0.2,Fabianski,45,0,0,0,1,0,0,0,0,0,2,0,4,16.4,0.0,0.0,1.6,0,0.00,0.00,0.0,1.29,331,407,363,386,0.0,4.0,0.0,0.0,2.58,2.0,0.0,0.0,Goalkeeper,0.0,0.25,0.0
GKP,0.0,0.5,0,0.0,522,4.4,0.0,0.1,a,West Ham,21,0,0.0,0.0,Foderingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,509,495,460,513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
FWD,2.2,2.7,0,2.2,523,5.0,3.3,2.5,a,West Ham,21,10,0.4,2.0,Ings,28,1,0,0,0,0,0,0,0,0,0,3,34,36.6,0.8,36.0,7.4,0,0.50,0.00,0.5,0.28,277,374,171,287,1.61,0.0,0.0,1.61,0.9,0.0,0.0,0.0,Forward,1.0,2.0,0.5
DEF,1.2,1.7,2,1.2,524,4.5,2.6,2.6,a,West Ham,21,18,0.3,4.0,Kilman,630,0,1,1,11,0,0,0,3,0,0,3,76,149.4,58.0,13.0,22.1,7,0.28,0.12,0.4,11.13,54,139,250,130,0.04,0.0,0.02,0.06,1.59,1.57,1.0,0.14,Defender,1.0,4.0,0.6
MID,3.0,3.5,7,3.0,525,6.3,2.7,4.3,a,West Ham,21,19,0.5,3.0,Kudus,577,1,0,1,11,0,0,0,0,0,0,0,80,97.2,98.2,225.0,42.0,7,2.13,0.82,2.95,10.86,139,73,11,33,0.33,0.0,0.13,0.46,1.69,1.72,1.09,0.16,Midfielder,1.0,3.015873015873016,-1.9500000000000002
MID,0.2,0.7,1,0.2,526,4.8,1.0,0.0,a,West Ham,21,1,0.0,0.2,L.Guilherme,4,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.1,0.0,0.0,0,0.00,0.00,0.0,0.13,610,402,596,613,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,Midfielder,0.0,0.20833333333333334,0.0
MID,3.2,3.7,8,3.2,527,5.9,3.4,1.7,a,West Ham,21,24,0.5,4.1,L.Paquetá,526,2,0,1,9,0,0,0,1,0,0,1,93,119.0,132.9,96.0,34.8,6,2.04,0.58,2.62,9.23,104,40,72,55,0.35,0.0,0.1,0.45,1.58,1.54,1.03,0.17,Midfielder,2.0,4.067796610169491,-0.6200000000000001
DEF,1.0,1.5,0,1.0,528,4.5,2.3,0.2,a,West Ham,21,14,0.2,3.1,Mavropanos,495,0,0,1,9,0,0,0,0,0,0,2,65,147.8,9.0,36.0,19.4,5,0.24,0.29,0.53,10.22,58,318,169,153,0.04,0.0,0.05,0.09,1.86,1.64,0.91,0.18,Defender,0.0,3.111111111111111,-0.53
MID,3.2,3.7,2,3.2,530,5.0,3.9,3.0,a,West Ham,21,27,0.6,5.4,Souček,457,2,1,1,7,0,0,0,2,0,0,4,94,128.0,107.7,150.0,38.4,5,2.11,0.52,2.63,7.17,90,61,35,44,0.42,0.0,0.1,0.52,1.41,1.38,0.98,0.2,Midfielder,3.0,5.4,0.3700000000000001
MID,0.2,0.7,0,0.2,576,4.9,0.5,0.0,a,West Ham,21,1,0.0,0.2,Irving,19,0,0,0,0,0,0,0,1,0,0,0,4,8.4,2.6,7.0,1.8,0,0.04,0.00,0.04,0.68,372,350,296,381,0.19,0.0,0.0,0.19,3.22,0.0,0.0,0.0,Midfielder,0.0,0.2040816326530612,-0.04
MID,1.0,1.5,1,1.0,587,5.7,1.0,0.4,a,West Ham,21,6,0.2,1.1,Summerville,140,0,0,0,4,0,0,0,0,0,0,0,25,21.0,35.7,34.0,9.0,1,0.11,0.19,0.3,2.62,310,204,180,264,0.07,0.0,0.12,0.19,1.68,2.57,0.64,0.0,Midfielder,0.0,1.0526315789473684,-0.3
MID,1.5,2.0,2,1.5,588,4.9,1.7,0.1,a,West Ham,21,12,0.3,2.4,G.Rodríguez,529,0,0,1,10,0,0,0,2,0,0,0,68,68.2,25.2,9.0,10.3,7,0.06,0.08,0.14,8.99,194,238,277,253,0.01,0.0,0.01,0.02,1.53,1.7,1.19,0.17,Midfielder,0.0,2.4489795918367343,-0.14
FWD,0.0,0.0,0,0.0,589,6.7,1.0,1.0,d,West Ham,21,3,0.0,0.4,Füllkrug,63,0,0,0,2,0,0,0,0,0,0,0,3,2.6,2.5,29.0,3.5,0,0.25,0.09,0.34,1.59,406,351,194,340,0.36,0.0,0.13,0.49,2.27,2.86,0.0,0.0,Forward,0.0,0.44776119402985076,-0.34
DEF,1.0,1.5,2,1.0,591,4.4,1.5,0.3,a,West Ham,21,6,0.2,1.4,Todibo,187,0,0,0,2,0,0,0,0,0,0,0,33,47.6,1.2,8.0,5.7,2,0.10,0.01,0.11,1.12,238,366,281,306,0.05,0.0,0.0,0.05,0.54,0.96,0.96,0.0,Defender,0.0,1.3636363636363635,-0.11
DEF,0.0,0.5,0,0.0,643,4.0,0.0,0.2,a,West Ham,21,0,0.0,0.0,Casey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,485,469,428,489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
MID,0.5,1.0,1,0.5,654,5.0,0.5,0.0,a,West Ham,21,2,0.1,0.4,C.Soler,121,0,0,0,0,0,0,0,2,0,0,0,11,18.0,15.1,29.0,6.1,0,0.19,0.05,0.24,1.91,322,282,193,302,0.14,0.0,0.04,0.18,1.42,0.0,0.0,0.0,Midfielder,0.0,0.4,-0.24
GKP,0.8,1.8,2,1.8,204,4.4,2.0,0.5,a,Wolves,39,10,0.4,2.3,Johnstone,450,0,0,0,13,0,0,0,0,0,19,0,31,155.8,10.0,0.0,16.6,5,0.00,0.00,0.0,10.77,46,313,461,186,0.0,3.8,0.0,0.0,2.15,2.6,1.0,0.0,Goalkeeper,0.0,2.2727272727272725,0.0
DEF,3.5,4.5,9,4.5,533,4.4,3.1,2.5,a,Wolves,39,22,1.0,5.0,Aït-Nouri,564,2,2,0,20,0,0,0,3,0,0,2,44,164.8,121.2,110.0,39.7,7,0.99,0.49,1.48,12.19,39,47,59,38,0.16,0.0,0.08,0.24,1.95,3.19,1.12,0.0,Defender,4.0,5.0,2.52
MID,1.8,2.8,4,2.8,535,5.0,2.9,0.1,a,Wolves,39,20,0.6,4.0,Bellegarde,402,1,1,2,9,0,0,0,1,0,0,0,58,69.4,70.3,49.0,18.6,6,0.25,0.28,0.53,6.74,192,116,136,164,0.06,0.0,0.06,0.12,1.51,2.01,1.34,0.45,Midfielder,2.0,4.0,1.47
GKP,-1.0,0.0,0,0.0,536,4.0,0.0,1.8,a,Wolves,39,0,0.0,0.0,Bentley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,427,409,365,431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
FWD,-1.0,0.0,0,0.0,539,4.5,0.0,2.4,a,Wolves,39,0,0.0,0.0,Chiwome,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,602,599,580,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,0.0,0.0,0.0
MID,-1.0,0.0,0,0.0,540,4.5,0.0,0.3,a,Wolves,39,0,0.0,0.0,Cundle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,547,542,519,551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
FWD,4.2,5.2,9,5.2,541,6.5,4.3,2.5,a,Wolves,39,30,0.8,4.6,Cunha,550,3,0,0,19,0,0,0,1,0,0,6,159,166.0,167.7,197.0,53.1,6,1.93,1.08,3.01,12.26,38,26,22,17,0.32,0.0,0.18,0.5,2.01,3.11,0.98,0.0,Forward,3.0,4.615384615384615,-0.009999999999999787
DEF,-0.8,0.2,-1,0.2,542,4.4,0.8,0.2,a,Wolves,39,5,0.0,1.1,Dawson,389,0,0,0,12,0,0,0,1,0,0,0,11,82.6,27.2,31.0,14.1,4,0.12,0.06,0.18,8.55,168,230,188,214,0.03,0.0,0.01,0.04,1.98,2.78,0.93,0.0,Defender,0.0,1.1363636363636362,-0.18
DEF,-0.8,0.2,0,0.2,543,4.4,0.5,0.2,a,Wolves,39,2,0.0,0.5,Doherty,208,0,0,0,9,0,0,0,0,0,0,0,2,40.8,16.0,15.0,7.2,2,0.08,0.08,0.16,3.61,261,274,232,289,0.03,0.0,0.03,0.06,1.56,3.89,0.87,0.0,Defender,0.0,0.45454545454545453,-0.16
MID,-0.2,0.8,0,0.8,544,4.9,1.0,0.0,a,Wolves,39,5,0.2,1.0,Doyle,65,0,0,0,3,0,0,0,0,0,0,0,14,9.8,26.2,3.0,3.9,0,0.04,0.08,0.12,2.44,359,235,331,336,0.06,0.0,0.11,0.17,3.38,4.15,0.0,0.0,Midfielder,0.0,1.0204081632653061,-0.12
MID,-0.2,0.8,1,0.8,548,5.3,1.0,0.1,a,Wolves,39,4,0.2,0.8,Guedes,66,0,0,0,4,0,0,0,0,0,0,0,18,9.8,26.2,6.0,4.2,0,0.04,0.08,0.12,3.89,361,237,311,329,0.05,0.0,0.11,0.16,5.3,5.45,0.0,0.0,Midfielder,0.0,0.7547169811320755,-0.12
MID,-0.2,0.8,1,0.8,550,6.1,1.2,0.4,a,Wolves,39,7,0.1,1.1,Hee Chan,252,0,0,0,9,0,0,0,0,0,0,0,28,16.4,36.1,10.0,6.2,2,0.00,0.16,0.16,5.34,334,202,271,300,0.0,0.0,0.06,0.06,1.91,3.21,0.71,0.0,Midfielder,0.0,1.1475409836065575,-0.16
MID,0.8,1.8,2,1.8,553,4.9,1.4,0.1,a,Wolves,39,10,0.4,2.0,J.Gomes,569,0,0,0,18,0,0,0,3,0,0,0,64,60.8,52.4,14.0,12.7,7,0.15,0.13,0.28,10.64,208,155,245,231,0.02,0.0,0.02,0.04,1.68,2.85,1.11,0.0,Midfielder,0.0,2.0408163265306123,-0.28
GKP,-1.0,0.0,0,0.0,554,4.4,0.5,1.5,a,Wolves,39,1,0.0,0.2,José Sá,180,0,0,0,8,0,0,0,0,0,6,0,-1,53.0,10.0,0.0,6.3,2,0.00,0.01,0.01,2.80,226,314,467,299,0.0,3.0,0.0,0.0,1.4,4.0,1.0,0.0,Goalkeeper,0.0,0.22727272727272727,-0.01
GKP,-1.0,0.0,0,0.0,556,4.0,0.0,1.6,a,Wolves,39,0,0.0,0.0,King,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,433,416,372,437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
MID,2.8,3.8,2,3.8,557,5.0,3.4,0.5,a,Wolves,39,24,0.8,4.8,Mario Jr.,629,1,1,0,21,0,0,0,2,0,0,4,118,164.4,79.4,84.0,32.7,7,0.93,0.43,1.36,13.57,40,103,85,61,0.13,0.0,0.06,0.19,1.94,3.0,1.0,0.0,Midfielder,2.0,4.8,0.6399999999999999
DEF,0.0,1.0,2,1.0,559,4.5,1.2,0.1,a,Wolves,39,6,0.2,1.3,N.Semedo,420,0,1,0,12,0,0,0,3,0,0,0,3,67.4,44.9,17.0,13.0,5,0.06,0.27,0.33,9.96,195,174,226,226,0.01,0.0,0.06,0.07,2.13,2.57,1.07,0.0,Defender,1.0,1.3333333333333333,0.6699999999999999
DEF,-1.0,0.0,0,0.0,561,4.0,0.0,1.6,a,Wolves,39,0,0.0,0.0,Pedro Lima,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,495,479,439,499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
MID,-0.8,0.2,0,0.2,563,5.3,1.3,0.1,a,Wolves,39,4,0.0,0.8,R.Gomes,115,0,0,0,6,0,0,0,0,0,0,0,12,9.0,6.7,14.0,2.8,1,0.06,0.01,0.07,2.78,367,323,248,356,0.05,0.0,0.01,0.06,2.18,4.7,0.78,0.0,Midfielder,0.0,0.7547169811320755,-0.07
DEF,-0.8,0.2,0,0.2,564,4.4,0.5,0.1,a,Wolves,39,1,0.0,0.2,S.Bueno,84,0,0,0,4,0,0,0,0,0,0,0,0,16.2,0.7,0.0,1.7,1,0.00,0.00,0.0,3.54,335,376,481,384,0.0,0.0,0.0,0.0,3.79,4.29,1.07,0.0,Defender,0.0,0.22727272727272727,0.0
MID,-1.0,0.0,0,0.0,565,5.2,1.0,0.1,a,Wolves,39,2,0.0,0.4,Sarabia,28,0,0,0,1,0,0,0,0,0,0,0,13,15.8,3.2,36.0,5.5,0,0.10,0.02,0.12,0.32,339,345,172,309,0.32,0.0,0.06,0.38,1.03,3.21,0.0,0.0,Midfielder,0.0,0.3846153846153846,-0.12
FWD,2.8,3.8,6,3.8,566,5.5,3.6,1.0,a,Wolves,39,25,0.7,4.5,Strand Larsen,564,2,1,1,18,0,0,0,0,0,0,0,101,104.8,57.6,128.0,28.8,7,1.04,0.42,1.46,11.29,127,143,50,79,0.17,0.0,0.07,0.24,1.8,2.87,1.12,0.16,Forward,3.0,4.545454545454546,1.54
DEF,-0.8,0.2,0,0.2,567,4.3,0.8,0.2,a,Wolves,39,4,0.0,0.9,Toti,450,0,1,0,16,0,0,0,2,0,0,0,5,82.0,16.5,13.0,11.1,5,0.01,0.26,0.27,10.63,169,271,249,244,0.0,0.0,0.05,0.05,2.13,3.2,1.0,0.0,Defender,1.0,0.9302325581395349,0.73
DEF,-0.5,0.0,0,0.0,637,4.0,0.0,0.2,d,Wolves,39,0,0.0,0.0,Meupiyou,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,489,473,432,493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
MID,0.2,1.2,1,1.2,642,5.0,1.2,0.0,a,Wolves,39,6,0.2,1.2,André,316,0,0,0,10,0,0,0,2,0,0,0,60,43.4,39.9,12.0,9.5,4,0.07,0.04,0.11,7.57,253,187,258,260,0.02,0.0,0.01,0.03,2.16,2.85,1.14,0.0,Midfielder,0.0,1.2,-0.11
