,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
57,True,True,,,578545,0,0,-1,1,0,2,0.2,0.2,1,Kosta,0.2,50,False,,,39,578545.jpg,1.0,False,Nedeljković,0.8,False,,a,2,7,5,256139,304,230926,413,0.1,1.3,Nedeljkovic,190.0,2024-01-22,False,p578545,121,0,0,0,4,0,0,0,0,0,0,0,11,22.8,7.2,0.0,3.0,0,0.00,0.02,0.02,2.23,0,0,0,0,0,0,0,424,150,423,147,487,169,450,155,,,,,,,0.0,0.0,0.01,0.01,1.66,2.98,739,250,377,114,414,138,228,85,0.0,0.0
58,True,True,100.0,100.0,111782,0,0,0,0,0,1,0.0,0.0,0,Robin,0.0,51,False,,2024-10-18T16:30:05.894923Z,45,111782.jpg,1.0,False,Olsen,0.1,False,,a,2,7,1,10585,56,14366,107,0.0,0.2,Olsen,206.0,2022-06-10,False,p111782,45,0,0,0,1,0,0,0,0,0,2,0,3,17.6,0.0,0.0,1.8,0,0.00,0.00,0.00,0.79,0,0,0,0,0,0,0,439,39,641,71,622,64,473,39,,,,,,,0.0,4.0,0.0,0.0,1.58,2.0,362,14,595,76,449,40,431,62,0.0,0.0
59,True,True,0.0,0.0,244954,0,0,-3,3,0,2,0.0,0.0,0,Pau,0.0,52,False,Foot injury - Expected back 08 Mar,2024-12-30T23:30:08.107053Z,42,244954.jpg,1.8,False,Torres,0.7,False,,i,2,7,32,233297,11,314401,771,0.0,7.6,Pau,200.0,2023-07-12,False,p244954,1549,0,0,2,29,0,0,0,1,0,0,0,162,261.2,55.5,94.0,41.2,18,0.51,0.34,0.85,22.52,0,0,0,0,0,0,0,177,66,304,90,210,52,238,75,,,,,,,0.03,0.0,0.02,0.05,1.31,1.68,596,151,541,204,300,97,232,87,1.05,0.12
60,True,True,100.0,100.0,232653,0,0,-1,1,0,3,3.6,3.6,1,Jacob,3.6,53,False,,2024-11-10T23:00:07.265497Z,54,232653.jpg,2.6,False,Ramsey,0.3,False,,a,2,7,41,57855,669,67437,400,0.7,7.6,Ramsey,241.0,2019-02-12,False,p232653,998,1,2,1,20,0,0,0,1,0,0,3,177,165.2,170.0,158.0,49.6,11,1.19,1.54,2.73,14.60,0,0,0,0,0,0,0,262,116,164,110,146,91,210,110,,,,,,,0.11,0.0,0.14,0.25,1.32,1.8,131,77,77,32,176,73,315,99,0.99,0.09
61,True,True,100.0,100.0,244850,0,0,6,-6,3,3,1.8,1.8,1,Morgan,1.8,54,False,,2024-12-30T23:30:08.155716Z,56,244850.jpg,4.2,False,Rogers,23.9,False,,a,2,7,97,4651348,18056,2949217,24773,0.3,17.3,Rogers,241.0,2024-02-01,False,p244850,1900,6,5,4,28,0,0,0,8,0,0,11,305,421.0,428.4,404.0,125.5,23,3.67,3.05,6.72,25.72,0,0,0,0,0,0,0,78,23,48,39,48,29,43,28,,,,,,,0.17,0.0,0.14,0.31,1.22,1.33,97,62,202,88,45,22,13,4,1.09,0.19
64,True,True,,,166989,0,0,0,0,0,3,3.2,3.2,2,Youri,3.2,57,False,,,55,166989.jpg,2.8,False,Tielemans,1.0,False,,a,2,7,66,262264,873,263747,976,0.6,12.0,Tielemans,21.0,2023-06-14,False,p166989,2041,1,4,3,32,0,0,1,4,0,0,6,427,471.6,694.8,152.0,131.9,24,2.19,4.33,6.52,26.83,0,0,0,0,0,0,0,52,17,8,7,156,97,34,23,1.0,,,,2.0,,0.1,0.0,0.19,0.29,1.18,1.41,106,65,101,45,148,63,206,62,1.06,0.13
65,True,True,75.0,100.0,178301,0,0,-1,1,4,4,3.6,4.8,1,Ollie,4.8,58,False,Muscle injury - 75% chance of playing,2025-02-01T22:30:07.812499Z,89,178301.jpg,4.8,False,Watkins,16.7,False,,d,2,7,116,3489209,13061,5297949,39386,0.5,13.0,Watkins,241.0,2020-09-09,False,p178301,1639,10,5,6,29,0,0,0,0,0,0,18,391,487.0,257.9,784.0,151.2,20,11.24,1.39,12.63,22.29,0,0,0,0,0,0,0,47,6,100,9,7,4,18,5,,,,,1.0,,0.62,0.0,0.08,0.7,1.22,1.59,9,3,38,7,20,7,25,5,1.1,0.33
66,True,True,100.0,50.0,449871,0,0,-2,2,0,3,0.8,0.4,1,Amadou,0.8,233,False,,2025-01-18T23:00:08.337643Z,48,449871.jpg,2.4,False,Onana,2.3,False,,a,2,7,41,1439010,220,1455763,1284,0.2,8.5,Onana,21.0,2024-07-22,False,p449871,1078,2,0,2,21,0,0,0,4,0,0,5,199,229.2,107.2,180.0,51.8,14,1.85,0.25,2.10,17.71,0,0,0,0,0,0,0,206,87,227,142,129,85,202,106,,,,,,,0.15,0.0,0.02,0.17,1.48,1.75,316,204,299,146,208,88,125,40,1.17,0.17
67,True,True,,,515597,0,0,0,0,0,2,0.4,0.4,1,Lamare,0.4,598,False,,,40,515597.jpg,0.8,False,Bogarde,0.3,False,,a,2,7,4,55991,230,48346,139,0.1,1.0,Bogarde,152.0,2021-01-07,False,p515597,348,0,0,0,7,0,0,0,2,0,0,0,16,55.6,31.4,11.0,9.8,4,0.04,0.12,0.16,4.45,0,0,0,0,0,0,0,381,131,339,110,377,128,392,130,,,,,,,0.01,0.0,0.03,0.04,1.15,1.81,664,197,342,99,499,171,326,119,1.03,0.0
73,True,True,,,204646,0,0,0,0,0,3,0.7,0.7,1,Donyell,0.7,725,False,,,55,204646.jpg,1.0,False,Malen,0.1,False,,a,2,7,2,8322,577,2520,415,0.1,0.4,Malen,152.0,2025-01-14,False,p204646,70,0,0,0,2,0,0,0,0,0,0,0,7,12.4,3.0,37.0,5.3,0,0.23,0.01,0.24,0.64,0,0,0,0,0,0,0,454,210,442,224,297,161,432,205,,,,,,,0.3,0.0,0.01,0.31,0.82,2.57,108,67,310,152,482,224,524,196,0.0,0.0
74,True,True,,,606798,0,0,0,0,0,2,0.5,0.5,1,Andrés,0.5,731,False,,,45,606798.jpg,1.0,False,García,0.0,False,,a,2,7,1,934,137,177,44,0.1,0.2,A. Garcia,200.0,2025-01-21,False,p606798,45,0,0,0,1,0,0,0,0,0,0,0,-3,1.4,2.0,0.0,0.3,1,0.00,0.01,0.01,1.44,0,0,0,0,0,0,0,502,177,447,163,699,247,505,177,,,,,,,0.0,0.0,0.02,0.02,2.88,2.0,470,76,337,95,461,162,681,227,2.0,0.0
76,True,False,0.0,0.0,232980,0,0,-2,2,0,2,0.0,0.0,0,Max,0.0,59,False,Season-long loan to Valencia,2025-01-17T08:27:29.985824Z,43,232980.jpg,2.7,False,Aarons,0.1,False,,u,3,91,8,12506,0,26854,178,0.0,1.9,Aarons,241.0,2023-08-10,False,p232980,84,0,0,1,0,0,0,0,0,0,0,0,31,13.2,3.2,0.0,1.7,1,0.00,0.01,0.01,0.28,0,0,0,0,0,0,0,451,163,440,157,585,230,474,164,,,,,,,0.0,0.0,0.01,0.01,0.3,0.0,568,129,553,212,152,43,416,144,1.07,1.07
77,True,True,100.0,100.0,200785,0,0,-1,1,0,3,4.6,3.1,2,Tyler,3.6,60,False,,2024-12-30T23:30:08.175231Z,49,200785.jpg,2.3,False,Adams,0.1,False,,a,3,91,32,9835,550,4736,199,0.7,6.5,Adams,229.0,2023-08-20,False,p200785,861,0,3,3,14,0,0,0,4,0,0,1,157,221.0,108.9,41.0,37.2,9,0.79,0.22,1.01,13.99,0,0,0,0,0,0,0,218,92,224,141,288,157,256,131,,,,,,,0.08,0.0,0.02,0.1,1.46,1.46,252,161,74,29,226,99,505,185,0.94,0.31
79,True,True,100.0,100.0,111317,0,0,-1,1,0,3,3.8,2.3,2,David,2.8,62,False,,2024-08-12T14:30:04.440536Z,49,111317.jpg,2.1,False,Brooks,0.0,False,,a,3,91,36,7197,173,4904,73,0.6,7.3,Brooks,244.0,2018-07-01,False,p111317,561,2,1,1,7,0,0,0,3,0,0,2,153,145.6,186.3,202.0,52.7,6,1.63,1.40,3.03,9.84,0,0,0,0,0,0,0,282,123,149,103,109,71,199,105,,,,,,,0.26,0.0,0.22,0.48,1.58,1.12,242,153,119,50,264,115,558,215,0.96,0.16
80,True,True,100.0,100.0,158499,0,0,-1,1,0,3,3.4,1.9,1,Ryan,2.4,63,False,,2025-01-12T22:30:08.539614Z,49,158499.jpg,2.4,False,Christie,0.2,False,,a,3,91,56,34969,180,41635,256,0.5,11.4,Christie,243.0,2021-08-31,False,p158499,1750,1,2,8,22,0,0,0,9,0,0,2,325,390.6,438.1,211.0,104.2,21,1.68,2.22,3.90,24.95,0,0,0,0,0,0,0,98,35,45,36,104,68,69,45,4.0,,,,,,0.09,0.0,0.11,0.2,1.28,1.13,245,154,148,57,209,89,376,124,1.08,0.41
81,True,True,100.0,100.0,155408,0,0,0,0,0,3,3.2,1.7,2,Lewis,2.2,64,False,,2024-11-30T22:00:07.304760Z,50,155408.jpg,2.6,False,Cook,0.2,False,,a,3,91,59,54982,202,52614,185,0.4,11.8,Cook,241.0,2016-07-08,False,p155408,1941,1,3,4,26,0,0,0,5,0,0,2,338,415.0,541.9,78.0,103.5,21,0.60,2.79,3.39,29.19,0,0,0,0,0,0,0,82,26,27,22,239,134,70,46,1.0,,2.0,,,,0.03,0.0,0.13,0.16,1.35,1.21,196,119,166,68,172,69,396,135,0.97,0.19
82,True,True,0.0,0.0,168636,0,0,-1,1,0,4,0.0,0.0,0,Enes,0.2,65,False,Knee injury - Unknown return date,2025-01-09T16:30:08.243030Z,54,168636.jpg,1.9,False,Ünal,0.1,False,,i,3,91,32,46760,6,44573,249,0.0,5.9,Enes Ünal,219.0,2024-07-01,False,p168636,330,2,1,2,3,0,0,0,2,0,0,4,97,104.0,56.1,207.0,35.9,2,2.73,0.26,2.99,6.38,0,0,0,0,0,0,0,327,30,303,35,106,30,264,32,,,4.0,,,,0.74,0.0,0.07,0.81,1.74,0.82,125,37,422,48,293,36,473,66,0.55,0.55
85,True,True,0.0,0.0,463981,0,0,-1,1,0,2,0.0,0.0,0,James,1.4,68,False,Hamstring injury - Expected back 15 Feb,2025-01-15T01:00:08.846282Z,39,463981.jpg,2.6,False,Hill,0.6,False,,i,3,91,13,101023,88,78191,1309,0.4,3.3,Hill,241.0,2022-01-05,False,p463981,176,0,1,1,3,0,0,0,0,0,0,0,43,36.8,23.7,1.0,6.2,3,0.01,0.19,0.20,2.91,0,0,0,0,0,0,0,396,143,368,125,440,160,418,141,,,,,,,0.01,0.0,0.1,0.11,1.49,1.53,729,243,231,66,165,50,240,89,1.53,0.51
86,True,True,100.0,100.0,523700,0,0,0,0,0,4,1.6,0.1,1,Daniel,0.6,69,False,,2024-08-31T06:32:40.630710Z,45,523700.jpg,0.8,False,Jebbison,1.1,False,,a,3,91,5,422364,2463,509115,1202,0.1,1.1,Jebbison,39.0,2024-07-10,False,p523700,53,0,0,0,1,0,0,0,1,0,0,0,15,14.6,33.9,32.0,8.1,0,0.21,0.12,0.33,1.38,0,0,0,0,0,0,0,449,41,337,40,310,42,403,42,,,,,,,0.36,0.0,0.2,0.56,2.34,1.7,432,70,323,35,502,55,203,34,0.0,0.0
87,True,True,100.0,100.0,544877,0,0,4,-4,2,2,6.4,4.9,1,Milos,5.4,70,False,,2024-11-21T08:30:08.632085Z,49,544877.jpg,3.8,False,Kerkez,11.0,False,,a,3,91,90,1543146,80035,406044,4095,1.1,18.4,Kerkez,98.0,2023-07-20,False,p544877,2087,2,3,6,28,0,0,0,3,0,0,8,349,450.8,372.5,133.0,95.7,24,0.44,1.75,2.19,31.12,0,0,0,0,0,0,0,63,21,59,11,172,33,82,12,,,,,,,0.02,0.0,0.08,0.1,1.34,1.21,281,32,26,4,67,11,31,10,1.03,0.26
88,True,True,100.0,100.0,222683,1,-1,4,-4,4,3,10.6,9.1,2,Justin,9.6,71,True,,2024-12-27T00:30:09.136640Z,59,222683.jpg,5.3,False,Kluivert,17.7,False,,a,3,91,123,2608168,189849,708992,5715,1.6,20.8,Kluivert,152.0,2023-07-01,False,p222683,1528,11,4,10,18,0,0,0,6,0,0,11,402,561.2,374.0,607.0,154.4,19,8.74,1.84,10.58,21.13,0,0,0,0,0,0,0,21,6,58,45,18,9,17,13,,,,,1.0,,0.51,0.0,0.11,0.62,1.24,1.06,80,51,5,2,9,6,24,8,1.12,0.59
90,True,True,100.0,100.0,533463,0,0,0,0,2,3,7.4,5.9,2,Dango,6.4,74,False,,2024-11-01T16:30:07.369192Z,50,533463.jpg,4.1,False,Ouattara,1.5,False,,a,3,91,86,189924,20090,33070,3273,1.3,17.2,O.Dango,35.0,2023-01-19,False,p533463,1235,6,4,5,12,0,0,0,1,0,0,7,322,479.8,295.8,484.0,125.7,12,5.87,2.28,8.15,19.49,0,0,0,0,0,0,0,49,15,83,63,36,19,42,27,,,,,,,0.43,0.0,0.17,0.6,1.42,0.87,228,144,16,4,48,25,168,51,0.87,0.36
92,True,False,0.0,0.0,168991,0,0,-2,2,0,3,0.0,0.0,0,Philip,0.2,76,False,Season-long loan to Napoli,2025-01-17T08:00:05.376061Z,48,168991.jpg,1.0,False,Billing,0.0,False,,u,3,91,10,6119,0,10795,55,0.0,2.1,Philip,58.0,2019-07-29,False,p168991,176,0,0,0,4,0,0,0,1,0,0,0,52,54.0,102.4,47.0,20.4,1,0.55,0.97,1.52,3.35,0,0,0,0,0,0,0,383,178,235,147,280,151,337,166,,,3.0,,,,0.28,0.0,0.5,0.78,1.71,2.05,293,191,417,193,467,215,562,217,0.51,0.0
93,True,True,0.0,0.0,503139,0,0,-3,3,0,3,0.0,0.0,0,Alex,0.0,77,False,Knee injury - Expected back 15 Feb,2024-10-25T09:00:05.962917Z,47,503139.jpg,1.4,False,Scott,0.0,False,,i,3,91,11,2486,2,6248,11,0.0,2.3,Scott,241.0,2023-08-10,False,p503139,258,0,0,1,3,0,0,0,0,0,0,0,54,71.0,65.5,21.0,15.8,2,0.12,0.17,0.29,3.67,0,0,0,0,0,0,0,365,170,284,173,348,189,360,176,,,,,,,0.04,0.0,0.06,0.1,1.28,1.05,341,221,683,284,366,170,603,239,0.7,0.35
94,True,True,100.0,100.0,437730,0,0,1,-1,2,3,7.2,5.7,2,Antoine,6.2,78,False,,2024-11-13T14:00:07.717891Z,56,437730.jpg,4.4,False,Semenyo,7.1,False,,a,3,91,102,2639581,39006,2061995,5502,1.1,18.2,Semenyo,81.0,2023-01-27,False,p437730,2016,7,4,7,25,0,0,0,5,0,0,7,369,510.2,412.0,869.0,178.4,23,7.02,3.17,10.19,28.96,0,0,0,0,0,0,0,37,13,50,40,4,2,9,6,,,,,,,0.31,0.0,0.14,0.45,1.29,1.12,98,63,19,7,39,20,51,14,1.03,0.31
95,True,True,0.0,0.0,221466,0,0,-4,4,1,2,0.0,0.0,0,Marcos,0.0,79,False,Thigh injury - Expected back 01 Apr,2024-12-06T10:30:07.568268Z,46,221466.jpg,1.9,False,Senesi,0.3,False,,i,3,91,21,66581,5,144001,166,0.0,4.6,Senesi,10.0,2022-08-08,False,p221466,917,0,0,1,15,0,0,0,4,0,0,3,82,221.0,78.7,29.0,33.1,11,0.81,0.44,1.25,12.04,0,0,0,0,0,0,0,217,83,262,73,319,103,273,86,,,,,,,0.08,0.0,0.04,0.12,1.18,1.47,352,52,674,239,286,95,318,116,1.08,0.1
96,True,True,75.0,50.0,224995,0,0,-2,2,1,3,0.8,-0.2,0,Luis,0.0,80,False,Lack of match fitness - 75% chance of playing,2024-10-25T09:00:05.974870Z,48,224995.jpg,2.4,False,Sinisterra,0.1,False,,d,3,91,19,68319,8,81875,44,0.0,4.0,Sinisterra,48.0,2024-06-14,False,p224995,203,1,1,0,3,0,0,0,0,0,0,2,75,98.4,96.3,177.0,37.2,1,1.09,0.91,2.00,3.48,0,0,0,0,0,0,0,338,155,242,152,132,86,255,130,,,,,,,0.48,0.0,0.4,0.88,1.54,1.33,302,197,688,287,207,87,449,160,0.44,0.0
97,True,True,0.0,0.0,54469,0,0,-1,1,0,2,0.0,0.0,0,Adam,0.0,81,False,Muscle injury - Expected back 15 Feb,2024-12-25T22:30:07.943044Z,44,54469.jpg,2.0,False,Smith,0.1,False,,i,3,91,34,27791,6,38377,114,0.0,7.7,Smith,241.0,2014-01-28,False,p54469,1032,0,0,3,13,0,0,0,4,0,0,0,93,116.2,62.2,8.0,18.6,12,0.60,0.10,0.70,12.51,0,0,0,0,0,0,0,311,113,289,82,388,134,349,114,,,,,,,0.05,0.0,0.01,0.06,1.09,1.13,476,80,561,217,271,89,425,147,1.05,0.26
98,True,True,100.0,100.0,201658,0,0,-1,1,0,3,2.6,1.1,1,Marcus,1.6,83,False,,2024-12-12T12:00:08.312511Z,54,201658.jpg,3.3,False,Tavernier,0.2,False,,a,3,91,56,92315,467,101851,138,0.3,10.4,Tavernier,241.0,2022-08-01,False,p201658,1172,1,6,3,17,0,0,0,2,0,0,2,215,283.4,452.2,285.0,102.0,13,4.38,2.18,6.56,14.52,0,0,0,0,0,0,0,169,68,43,34,68,44,74,49,2.0,,1.0,,,,0.34,0.0,0.17,0.51,1.12,1.31,129,76,224,101,109,49,373,122,1.0,0.23
99,True,True,,,229600,0,0,-1,1,0,1,2.8,1.3,0,Mark,1.8,84,False,,,44,229600.jpg,3.8,False,Travers,0.2,False,,a,3,91,19,19133,97,23524,164,0.4,4.3,Travers,104.0,2018-07-01,False,p229600,450,0,0,1,5,0,0,0,0,0,20,1,76,146.4,0.0,0.0,14.6,5,0.00,0.01,0.01,7.36,0,0,0,0,0,0,0,280,28,622,68,598,59,370,29,,,,,,,0.0,4.0,0.0,0.0,1.47,1.0,502,21,188,16,64,8,397,57,1.0,0.2
100,True,True,,,477580,0,0,-1,1,0,2,4.2,2.7,1,Illia,3.2,85,False,,,44,477580.jpg,2.7,False,Zabarnyi,0.6,False,,a,3,91,64,95013,1934,76853,490,0.7,14.5,Zabarnyi,225.0,2023-01-31,False,p477580,2160,0,0,6,28,0,0,0,3,0,0,3,298,457.8,133.5,44.0,63.8,24,0.81,0.40,1.21,31.44,0,0,0,0,0,0,0,60,20,190,45,284,90,149,42,,,,,,,0.03,0.0,0.02,0.05,1.31,1.17,519,109,95,19,155,45,248,93,1.0,0.25
101,True,True,100.0,100.0,109745,0,0,0,0,0,1,3.4,1.9,2,Kepa,2.4,152,False,,2025-01-04T19:30:08.158014Z,45,109745.jpg,3.8,False,Arrizabalaga,2.1,False,,a,3,91,64,433778,11941,265720,1528,0.5,14.2,Arrizabalaga,200.0,2024-08-29,False,p109745,1530,0,0,5,21,0,0,0,2,0,62,4,252,465.4,10.1,0.0,47.4,17,0.00,0.00,0.00,21.17,0,0,0,0,0,0,0,57,14,411,8,621,63,218,14,,,,,,,0.0,3.65,0.0,0.0,1.25,1.24,361,13,142,14,65,9,135,20,1.0,0.29
102,True,True,,,554605,0,0,-1,1,2,2,4.2,2.7,0,Dean,3.2,580,False,,,44,554605.jpg,3.6,False,Huijsen,4.2,False,,a,3,91,65,601140,12341,169715,3685,0.7,14.8,Huijsen,200.0,2024-07-30,False,p554605,1240,2,0,5,13,0,0,0,5,0,0,11,274,432.6,132.9,123.0,68.9,13,1.41,0.82,2.23,20.03,0,0,0,0,0,0,0,69,25,193,46,177,36,129,33,,,,,,,0.1,0.0,0.06,0.16,1.45,0.94,532,110,96,20,81,18,88,32,0.94,0.36
103,True,True,0.0,0.0,436893,0,0,-2,2,0,2,0.0,0.0,0,Julián,0.0,592,False,Hamstring injury - Unknown return date,2024-11-21T11:30:08.788295Z,43,436893.jpg,1.0,False,Araujo Zúñiga,0.1,False,,i,3,91,8,10928,3,24091,40,0.0,1.9,J.Araujo,139.0,2024-08-13,False,p436893,352,0,0,0,7,0,0,0,1,0,0,0,11,40.0,7.9,2.0,5.1,5,0.00,0.04,0.04,6.95,0,0,0,0,0,0,0,394,141,422,146,431,157,435,150,,,,,,,0.0,0.0,0.01,0.01,1.78,1.79,570,131,554,213,435,157,436,152,1.28,0.0
105,True,True,0.0,0.0,444102,0,0,-4,4,1,4,0.0,0.0,0,Francisco Evanilson,0.4,617,False,Foot injury - Unknown return date,2025-01-07T12:00:09.172079Z,56,444102.jpg,4.1,False,de Lima Barbosa,0.7,False,,i,3,91,78,912844,60,872410,2333,0.1,13.9,Evanilson,30.0,2024-08-16,False,p444102,1368,5,4,8,18,0,0,1,0,0,0,12,291,243.6,202.1,573.0,101.5,17,6.46,1.30,7.76,16.85,0,0,0,0,0,0,0,194,20,137,14,23,11,75,18,,,,,2.0,,0.42,0.0,0.09,0.51,1.11,1.18,99,27,361,38,50,15,236,42,1.12,0.53
107,True,True,,,606775,0,0,0,0,0,3,1.2,-0.3,0,Ben,0.2,687,False,,,45,606775.jpg,1.0,False,Winterburn,0.0,False,,a,3,91,2,2482,39,1696,38,0.0,0.4,Winterburn,241.0,2024-11-29,False,p606775,9,0,0,0,0,0,0,0,0,0,0,0,6,0.2,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,510,238,713,305,698,299,718,304,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,469,297,408,186,460,211,684,285,0.0,0.0
109,True,True,,,606774,0,0,0,0,0,4,1.2,-0.3,0,Remy,0.2,707,False,,,45,606774.jpg,1.0,False,Rees-Dottin,0.1,False,,a,3,91,1,14843,276,7286,255,0.0,0.2,Rees-Dottin,241.0,2024-12-28,False,p606774,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,718,66,712,66,697,66,717,66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,468,79,407,45,459,48,481,67,0.0,0.0
115,True,True,,,530121,0,0,0,0,0,3,1.3,-0.2,0,Zain,0.3,728,False,,,45,530121.jpg,1.0,False,Silcott-Duberry,0.0,False,,a,3,91,1,247,18,58,11,0.1,0.2,Silcott-Duberry,241.0,2025-01-17,False,p530121,1,0,0,0,0,0,0,0,0,0,0,0,5,2.0,1.0,0.0,0.3,0,0.00,0.00,0.00,0.04,0,0,0,0,0,0,0,498,233,459,230,665,276,504,237,,,,,,,0.0,0.0,0.0,0.0,3.6,0.0,434,272,367,176,456,209,747,321,0.0,0.0
117,True,True,100.0,100.0,191866,0,0,-1,1,0,2,0.4,0.4,2,Kristoffer,0.4,86,False,,2024-12-21T21:30:07.775014Z,44,191866.jpg,1.0,False,Ajer,0.2,False,,a,4,94,11,32607,132,58536,49,0.1,2.5,Ajer,161.0,2021-07-21,False,p191866,792,0,0,0,16,0,0,0,3,0,0,0,31,103.2,69.6,95.0,26.8,10,0.56,0.32,0.88,13.57,0,0,0,0,0,0,0,331,119,277,77,209,51,306,98,,,,,,,0.06,0.0,0.04,0.1,1.54,1.82,488,88,349,105,437,159,387,133,1.14,0.0
119,True,True,,,432830,0,0,0,0,1,2,3.2,3.2,1,Nathan,3.2,88,False,,,45,432830.jpg,3.0,False,Collins,2.1,False,,a,4,94,72,511149,4585,360164,1609,0.7,16.0,Collins,104.0,2023-07-04,False,p432830,2160,2,5,3,42,0,0,0,2,0,0,3,319,656.4,114.5,233.0,100.4,24,2.12,1.18,3.30,40.02,0,0,0,0,0,0,0,10,2,219,56,95,6,77,9,,,,,,,0.09,0.0,0.05,0.14,1.67,1.75,381,64,97,21,125,32,132,50,1.0,0.12
120,True,True,100.0,100.0,440089,0,0,0,0,0,3,4.0,4.0,2,Mikkel,4.0,89,False,,2024-10-12T11:00:07.165630Z,50,440089.jpg,3.7,False,Damsgaard,1.4,False,,a,4,94,89,369316,3210,226949,2550,0.8,17.8,Damsgaard,58.0,2022-08-10,False,p440089,1792,2,7,6,29,0,0,0,1,0,0,8,428,526.4,639.4,242.0,140.8,21,2.14,3.95,6.09,32.10,0,0,0,0,0,0,0,31,9,10,9,87,56,25,18,1.0,,3.0,,,,0.11,0.0,0.2,0.31,1.61,1.46,214,133,61,24,76,34,172,52,1.05,0.3
122,True,True,75.0,100.0,118342,0,0,-1,1,1,1,2.2,3.0,0,Mark,3.0,91,False,Muscle injury - 75% chance of playing,2025-02-03T02:00:08.276126Z,44,118342.jpg,3.0,False,Flekken,9.0,False,,d,4,94,70,1270294,6836,1379864,4930,0.7,15.9,Flekken,152.0,2023-07-01,False,p118342,2015,0,1,2,40,0,0,0,1,0,105,2,332,865.0,10.1,0.0,87.2,23,0.00,0.07,0.07,38.64,0,0,0,0,0,0,0,2,1,410,7,592,57,94,1,,,,,,,0.0,4.69,0.0,0.0,1.73,1.79,482,19,104,7,124,18,38,10,1.03,0.09
123,True,True,0.0,0.0,194010,0,0,-2,2,0,2,0.0,0.0,0,Rico,0.2,92,False,Hamstring injury - Unknown return date,2025-01-27T01:00:08.496464Z,43,194010.jpg,1.0,False,Henry,0.0,False,,i,4,94,1,2065,1,7499,70,0.0,0.2,Henry,241.0,2016-08-31,False,p194010,3,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.3,0.0,0.1,0,0.00,0.00,0.00,0.26,0,0,0,0,0,0,0,504,179,471,173,584,229,509,181,,,,,,,0.0,0.0,0.0,0.0,7.8,0.0,560,122,391,127,434,156,593,205,0.0,0.0
125,True,True,100.0,100.0,204580,0,0,-1,1,0,3,1.4,1.4,0,Vitaly,1.4,94,False,,2024-12-10T00:00:07.895374Z,49,204580.jpg,2.5,False,Janelt,0.2,False,,a,4,94,58,111698,55,109970,245,0.3,11.8,Janelt,80.0,2020-10-03,False,p204580,1717,1,3,4,33,1,0,0,3,0,0,2,315,303.2,247.9,108.0,65.8,20,0.65,2.11,2.76,30.79,0,0,0,0,0,0,0,149,56,109,79,199,118,140,82,,,,,,,0.03,0.0,0.11,0.14,1.61,1.73,257,165,235,107,191,79,341,108,1.05,0.21
126,True,True,100.0,100.0,207283,0,0,-2,2,0,3,1.6,1.6,1,Mathias,1.6,95,False,,2024-11-30T22:00:07.383631Z,53,207283.jpg,1.9,False,Jensen,0.1,False,,a,4,94,26,7330,85,20328,43,0.3,4.9,Jensen,58.0,2019-07-10,False,p207283,698,0,1,2,14,0,0,0,1,0,0,1,129,101.8,192.0,28.0,32.4,8,0.23,1.13,1.36,12.55,0,0,0,0,0,0,0,334,153,143,98,326,176,278,140,3.0,,,,,,0.03,0.0,0.15,0.18,1.62,1.81,149,87,223,100,292,130,512,189,1.03,0.26
