id,name,team,position,total_points,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
252,Raúl,9,4,1,3,11,0,0,0,0,0,0,0,0,0,0,0,6,5.2,0.3,17.0,2.3,0,0.04,0.00,0.04,0.09
252,Raúl,9,4,9,4,72,1,0,1,0,0,0,0,0,0,0,3,29,42.4,22.1,56.0,12.1,1,0.26,0.04,0.30,0.42
252,Raúl,9,4,6,5,73,1,0,0,1,0,0,0,0,0,0,0,26,38.0,4.7,63.0,10.6,1,0.49,0.01,0.50,1.24
252,Raúl,9,4,9,6,82,1,0,1,0,0,0,0,0,0,0,3,37,35.8,3.4,42.0,8.1,1,0.91,0.03,0.94,0.65
252,Raúl,9,4,5,7,76,0,1,0,2,0,0,0,0,0,0,0,23,18.2,33.7,28.0,8.0,1,0.45,0.79,1.24,1.34
252,Raúl,9,4,7,8,90,1,0,0,3,0,0,0,0,0,0,1,25,37.2,1.8,54.0,9.3,1,0.74,0.00,0.74,1.68
252,Raúl,9,4,2,9,90,0,0,1,0,0,0,0,0,0,0,0,10,11.2,37.3,33.0,8.2,1,0.47,0.24,0.71,0.41
252,Raúl,9,4,2,10,72,0,0,0,1,0,0,0,0,0,0,0,7,4.6,4.1,20.0,2.9,1,0.08,0.01,0.09,0.18
252,Raúl,9,4,5,11,74,0,1,1,0,0,0,0,0,0,0,0,16,13.6,19.0,11.0,4.4,1,0.13,0.18,0.31,1.48
252,Raúl,9,4,2,12,70,0,0,0,2,0,0,0,0,0,0,0,3,0.0,3.5,15.0,1.8,1,0.72,0.01,0.73,0.91
252,Raúl,9,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
306,Vardy,11,4,8,1,78,1,0,0,1,0,0,0,0,0,0,2,33,40.4,0.1,54.0,9.5,1,0.80,0.00,0.80,0.98
306,Vardy,11,4,2,2,70,0,0,0,2,0,0,0,0,0,0,0,3,0.0,1.6,0.0,0.1,1,0.00,0.00,0.00,1.74
306,Vardy,11,4,1,3,90,0,0,0,2,0,0,0,1,0,0,0,1,0.0,11.5,6.0,1.6,1,0.00,0.02,0.02,1.55
306,Vardy,11,4,8,4,90,1,0,0,2,0,0,0,0,0,0,2,34,38.6,13.3,23.0,7.5,1,0.64,0.05,0.69,2.55
306,Vardy,11,4,2,5,82,0,0,0,1,0,0,0,0,0,0,0,5,0.0,1.2,8.0,0.8,1,0.00,0.01,0.01,1.02
306,Vardy,11,4,1,6,90,0,0,0,4,0,0,0,1,0,0,0,5,8.2,12.8,0.0,2.1,1,0.00,0.01,0.01,4.60
306,Vardy,11,4,2,7,73,0,0,1,0,0,0,0,0,0,0,0,2,0.0,1.5,7.0,0.9,1,0.46,0.00,0.46,1.58
306,Vardy,11,4,6,8,90,1,0,0,2,0,0,0,1,0,0,1,26,31.0,0.3,30.0,6.1,1,1.03,0.00,1.03,2.15
306,Vardy,11,4,8,9,90,1,0,0,3,0,0,0,0,0,0,2,36,44.0,29.6,44.0,11.8,1,0.54,0.07,0.61,1.73
306,Vardy,11,4,5,10,90,0,1,0,1,0,0,0,0,0,0,0,18,16.4,27.4,14.0,5.8,1,0.04,0.45,0.49,1.00
306,Vardy,11,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
306,Vardy,11,4,2,12,78,0,0,0,2,0,0,0,0,0,0,0,6,4.2,0.3,2.0,0.7,1,0.00,0.01,0.01,2.64
306,Vardy,11,4,5,13,63,0,1,0,4,0,0,0,0,0,0,0,16,18.2,11.5,6.0,3.6,1,0.00,0.52,0.52,2.24
401,Isak,15,4,5,1,90,0,1,1,0,0,0,0,0,0,0,0,22,25.6,10.8,6.0,4.2,1,0.00,0.08,0.08,1.77
401,Isak,15,4,2,2,90,0,0,0,1,0,0,0,0,0,0,0,8,6.6,11.6,49.0,6.7,1,0.26,0.03,0.29,2.23
401,Isak,15,4,9,3,90,1,0,0,1,0,0,0,0,0,0,3,32,34.6,1.3,45.0,8.1,1,1.00,0.01,1.01,1.26
401,Isak,15,4,1,4,45,0,0,0,1,0,0,0,0,0,0,0,1,0.6,15.4,5.0,2.1,1,0.06,0.16,0.22,0.63
401,Isak,15,4,2,5,90,0,0,0,3,0,0,0,0,0,0,0,5,9.6,12.8,11.0,3.3,1,0.09,0.02,0.11,2.29
401,Isak,15,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
401,Isak,15,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
401,Isak,15,4,2,8,90,0,0,0,1,0,0,0,0,0,0,0,9,17.8,25.0,75.0,11.8,1,0.81,0.19,1.00,1.12
401,Isak,15,4,6,9,90,1,0,0,2,0,0,0,0,0,0,0,22,32.2,12.8,56.0,10.1,1,1.21,0.09,1.30,1.64
401,Isak,15,4,9,10,90,1,0,1,0,0,0,0,0,0,0,3,36,36.6,4.6,28.0,6.9,1,0.29,0.04,0.33,1.05
